listing_id,city,neighborhood,property_type,bedrooms,bathrooms,sqft,year_built,garage_spaces,has_pool,hoa_monthly_fee,list_price,zestimate,price_per_sqft,days_on_market,list_year
ZL100444,"Boston, MA",Charlestown,Townhouse,4,2.0,1768,2007.0,2,0,0.0,1147564,1163082,649.07,5,2023
ZL100445,"Boston, MA",Jamaica Plain,Townhouse,4,2.5,1981,2018.0,3,1,520.0,960198,1017826,484.7,31,2021
ZL100446,"Boston, MA",South End,Condo,3,2.0,1855,2023.0,1,0,383.0,1209417,1261184,651.98,12,2023
ZL100447,"Boston, MA",Allston/Brighton,Condo,2,2.0,1441,1956.0,2,0,0.0,528471,537927,366.74,4,2023
ZL100448,"Boston, MA",Allston/Brighton,Condo,5,2.5,2000,1995.0,3,0,146.0,744714,763954,372.36,19,2022
ZL100449,"Boston, MA",South End,Single Family,3,3.5,1335,1997.0,3,0,432.0,1030849,1037720,772.17,40,2022
ZL100450,"Boston, MA",Roxbury,Townhouse,4,2.0,2046,2022.0,2,0,506.0,1038431,1023899,507.54,35,2024
ZL100451,"Boston, MA",Dorchester,Townhouse,3,3.0,1559,1992.0,2,1,539.0,601385,591120,385.75,2,2023
ZL100452,"Boston, MA",South Boston,Condo,2,2.5,1691,2003.0,2,0,0.0,911216,858478,538.86,25,2022
ZL100453,"Boston, MA",Charlestown,Townhouse,2,3.0,1714,1969.0,2,0,476.0,1186409,1227793,692.19,8,2024
ZL100454,"Boston, MA",Jamaica Plain,Single Family,2,2.5,1192,2013.0,1,1,492.0,863100,846695,724.08,2,2023
ZL100455,"Boston, MA",Charlestown,Single Family,4,2.0,2113,2020.0,2,0,0.0,1820484,1861101,861.56,47,2024
ZL100456,"Boston, MA",Fenway,Condo,2,3.0,1385,2018.0,2,0,489.0,728014,754370,525.64,4,2023
ZL100457,"Boston, MA",East Boston,Condo,5,3.0,1996,1961.0,2,0,0.0,640528,644465,320.91,1,2022
ZL100458,"Boston, MA",Beacon Hill,Condo,3,1.0,1757,2014.0,2,0,56.0,1242833,1218567,707.36,25,2023
ZL100459,"Boston, MA",Back Bay,Townhouse,4,2.0,2027,2014.0,2,0,537.0,1539837,1560217,759.66,60,2022
ZL100460,"Boston, MA",Dorchester,Single Family,4,3.0,1538,2017.0,1,0,0.0,645819,676870,419.91,47,2021
ZL100461,"Boston, MA",Allston/Brighton,Single Family,1,2.5,1156,2011.0,1,0,0.0,667063,666663,577.04,3,2024
ZL100462,"Boston, MA",East Boston,Single Family,3,1.5,1650,2021.0,2,0,0.0,779352,801368,472.33,13,2021
ZL100463,"Boston, MA",Back Bay,Condo,2,3.0,1456,1989.0,1,0,0.0,842740,854702,578.8,30,2023
ZL100464,"Boston, MA",Dorchester,Condo,3,4.0,1910,1954.0,3,1,0.0,620251,633078,324.74,19,2021
ZL100465,"Boston, MA",Dorchester,Multi-Family,2,3.5,1509,1983.0,3,0,,906960,932434,601.03,13,2023
ZL100466,"Boston, MA",Dorchester,Condo,4,1.0,2151,1982.0,2,0,119.0,892873,857699,415.1,24,2023
ZL100467,"Boston, MA",Dorchester,Townhouse,2,2.0,1542,2023.0,2,0,0.0,746863,747546,484.35,7,2022
ZL100468,"Boston, MA",Fenway,Multi-Family,4,2.5,1507,1996.0,3,1,0.0,959792,903076,636.89,14,2023
ZL100469,"Boston, MA",Back Bay,Condo,3,2.0,1190,2020.0,2,0,305.0,720929,697813,605.82,6,2024
ZL100470,"Boston, MA",Back Bay,Condo,3,3.0,1599,1997.0,0,0,430.0,890047,829930,556.63,6,2023
ZL100471,"Boston, MA",Mattapan,Condo,3,3.0,1280,2014.0,2,0,0.0,443057,448178,346.14,1,2022
ZL100472,"Boston, MA",Dorchester,Condo,3,3.0,1749,2000.0,1,0,0.0,647426,659513,370.17,39,2023
ZL100473,"Boston, MA",West Roxbury,Condo,2,2.0,1597,2016.0,3,0,0.0,613337,644848,384.06,15,2021
ZL100474,"Boston, MA",Hyde Park,Condo,3,2.5,1571,2022.0,1,0,0.0,496350,478351,315.95,9,2021
ZL100475,"Boston, MA",Jamaica Plain,Single Family,2,4.0,1694,2019.0,0,1,207.0,1106317,1143404,653.08,6,2021
ZL100476,"Boston, MA",Charlestown,Single Family,1,3.0,1332,2020.0,1,1,0.0,1153121,1148878,865.71,180,2024
ZL100477,"Boston, MA",Fenway,Single Family,3,3.5,1339,2023.0,2,1,512.0,830929,832814,620.56,57,2023
ZL100478,"Boston, MA",Jamaica Plain,Condo,3,2.0,1485,2010.0,3,0,0.0,652451,646667,439.36,26,2021
ZL100479,"Boston, MA",Allston/Brighton,Townhouse,1,3.5,829,2005.0,0,1,290.0,347229,359131,418.85,27,2022
ZL100480,"Boston, MA",Hyde Park,Condo,3,2.0,1608,2017.0,1,0,110.0,715039,670472,444.68,12,2024
ZL100481,"Boston, MA",West Roxbury,Townhouse,2,3.0,1754,2003.0,0,1,,830699,828484,473.6,49,2021
ZL100482,"Boston, MA",South End,Single Family,2,4.0,1643,1995.0,2,0,0.0,1255755,1151420,764.31,6,2022
ZL100483,"Boston, MA",Jamaica Plain,Condo,3,3.0,1551,2017.0,2,0,578.0,776169,831660,500.43,11,2022
ZL100484,"Boston, MA",Jamaica Plain,Condo,3,3.0,1424,1994.0,0,0,0.0,559286,605322,392.76,19,2022
ZL100485,"Boston, MA",Jamaica Plain,Single Family,4,2.5,1460,1980.0,1,1,0.0,887737,914545,608.04,16,2023
ZL100486,"Boston, MA",Charlestown,Townhouse,3,3.0,1422,1986.0,2,0,535.0,911137,965160,640.74,1,2024
ZL100487,"Boston, MA",South Boston,Condo,2,1.5,1141,2012.0,1,1,0.0,703453,699570,616.52,1,2023
ZL100488,"Boston, MA",South End,Multi-Family,4,2.0,1616,1996.0,0,0,346.0,1740566,1732017,1077.08,73,2024
ZL100489,"Boston, MA",East Boston,Single Family,2,2.5,1423,2020.0,3,0,0.0,863393,853313,606.74,2,2024
ZL100490,"Boston, MA",South End,Condo,5,2.5,2255,1995.0,1,0,465.0,1198995,1230514,531.71,6,2022
ZL100491,"Boston, MA",Fenway,Single Family,1,2.0,1155,1976.0,2,0,317.0,531215,552321,459.93,16,2022
ZL100492,"Boston, MA",South End,Condo,2,1.5,1493,2014.0,1,0,0.0,931409,999248,623.85,1,2023
ZL100493,"Boston, MA",South End,Townhouse,3,1.0,1717,1996.0,3,1,,1006021,1032552,585.92,20,2022
ZL100494,"Boston, MA",Jamaica Plain,Multi-Family,2,4.0,1717,1967.0,0,1,496.0,1043445,1024114,607.71,32,2022
ZL100495,"Boston, MA",Roslindale,Condo,2,3.5,2010,,0,1,548.0,679566,690467,338.09,6,2022
ZL100496,"Boston, MA",Back Bay,Condo,5,3.0,2174,2008.0,2,1,0.0,1531463,1501038,704.44,1,2023
ZL100497,"Boston, MA",Mattapan,Townhouse,4,2.5,1734,2023.0,1,0,0.0,708510,726997,408.6,2,2023
ZL100498,"Boston, MA",Allston/Brighton,Condo,3,3.0,1833,1971.0,0,0,0.0,630503,618079,343.97,13,2022
ZL100499,"Boston, MA",South End,Single Family,1,1.0,943,2019.0,2,1,165.0,726388,737550,770.29,3,2021
ZL100500,"Boston, MA",Charlestown,Condo,3,1.0,1703,1973.0,2,1,215.0,770186,765393,452.25,14,2022
ZL100501,"Boston, MA",Allston/Brighton,Condo,3,2.0,1885,1988.0,1,0,141.0,612859,612879,325.12,10,2022
ZL100502,"Boston, MA",Dorchester,Multi-Family,4,4.0,1639,1964.0,1,1,0.0,868184,872912,529.7,10,2023
ZL100503,"Boston, MA",Beacon Hill,Single Family,2,2.5,1576,1994.0,2,0,257.0,1202754,1195910,763.17,2,2023
ZL100504,"Boston, MA",East Boston,Multi-Family,3,3.0,1838,1950.0,2,0,458.0,950326,935230,517.04,1,2024
ZL100505,"Boston, MA",Fenway,Condo,3,2.0,1599,1978.0,2,0,226.0,775387,781611,484.92,3,2023
ZL100506,"Boston, MA",South End,Condo,2,4.0,1457,2020.0,3,0,0.0,854980,869339,586.81,36,2022
ZL100507,"Boston, MA",Back Bay,Single Family,4,3.0,1845,2010.0,2,0,73.0,1610914,1638769,873.12,11,2023
ZL100508,"Boston, MA",South End,Condo,2,2.0,1321,2000.0,3,1,0.0,857310,930345,648.99,5,2024
ZL100509,"Boston, MA",Allston/Brighton,Townhouse,2,2.0,1665,2022.0,0,0,430.0,890963,926752,535.11,43,2024
ZL100510,"Boston, MA",West Roxbury,Condo,3,1.5,1914,1956.0,2,0,474.0,576041,568922,300.96,34,2023
ZL100511,"Boston, MA",Allston/Brighton,Townhouse,4,1.5,1736,2018.0,2,0,192.0,937964,917763,540.3,36,2023
ZL100512,"Boston, MA",South End,Multi-Family,3,2.0,1360,2010.0,2,1,0.0,1189258,1107884,874.45,75,2023
ZL100513,"Boston, MA",Fenway,Condo,4,1.0,1721,2010.0,2,1,0.0,764090,758603,443.98,7,2022
ZL100514,"Boston, MA",Hyde Park,Townhouse,3,2.0,1720,2007.0,3,0,0.0,714176,686987,415.22,1,2023
ZL100515,"Boston, MA",South End,Condo,3,3.0,2062,1985.0,3,0,511.0,1144962,1190437,555.27,54,2023
ZL100516,"Boston, MA",Back Bay,Single Family,5,1.5,2330,1956.0,3,0,0.0,1766146,1794206,758.0,8,2023
ZL100517,"Boston, MA",Roslindale,Condo,5,2.5,1964,2019.0,2,0,0.0,681398,631313,346.94,18,2022
ZL100518,"Boston, MA",Beacon Hill,Single Family,3,2.0,1154,1999.0,1,1,84.0,1073936,1069960,930.62,6,2023
ZL100519,"Boston, MA",Dorchester,Condo,1,1.5,1197,2001.0,3,1,0.0,438662,419813,366.47,52,2023
ZL100520,"Boston, MA",South End,Condo,2,2.0,1087,1954.0,3,0,381.0,586243,559969,539.32,21,2023
ZL100521,"Boston, MA",Hyde Park,Condo,1,3.0,1001,2016.0,2,0,0.0,335777,360576,335.44,49,2022
ZL100522,"Boston, MA",Allston/Brighton,Townhouse,3,3.5,1712,2010.0,2,0,0.0,847551,853890,495.06,24,2022
ZL100523,"Boston, MA",South End,Condo,3,2.0,1598,1998.0,0,0,224.0,890023,1015660,556.96,4,2021
ZL100524,"Boston, MA",Hyde Park,Townhouse,2,2.0,1758,1997.0,2,0,284.0,705365,695004,401.23,3,2023
ZL100525,"Boston, MA",Fenway,Condo,3,2.0,1681,2022.0,3,0,590.0,712834,746005,424.05,4,2021
ZL100526,"Boston, MA",Allston/Brighton,Single Family,3,3.5,1485,1996.0,0,0,0.0,780248,785544,525.42,16,2021
ZL100527,"Boston, MA",Beacon Hill,Condo,2,3.0,1112,2007.0,0,1,56.0,640460,630145,575.95,8,2021
ZL100528,"Boston, MA",Mattapan,Single Family,1,3.5,1442,1991.0,1,0,0.0,512629,526356,355.5,7,2022
ZL100529,"Boston, MA",Roslindale,Townhouse,2,2.0,1681,2005.0,2,0,0.0,682493,645383,406.0,107,2021
ZL100530,"Boston, MA",Jamaica Plain,Multi-Family,3,2.5,1582,1984.0,2,1,0.0,1038824,1080754,656.65,34,2024
ZL100531,"Boston, MA",South End,Multi-Family,3,1.5,1962,2015.0,3,1,,2069751,2034464,1054.92,60,2024
ZL100532,"Boston, MA",Jamaica Plain,Condo,2,2.0,1479,1989.0,0,1,70.0,636095,654280,430.08,16,2023
ZL100533,"Boston, MA",East Boston,Condo,3,2.5,1551,2004.0,1,0,0.0,739306,760955,476.66,46,2024
ZL100534,"Boston, MA",Allston/Brighton,Single Family,4,3.0,1828,2012.0,2,0,0.0,1043646,1018114,570.92,20,2021
ZL100535,"Boston, MA",East Boston,Single Family,4,2.0,1693,1990.0,1,1,182.0,970069,958292,572.99,59,2023
ZL100536,"Boston, MA",Fenway,Townhouse,1,2.5,872,2009.0,3,0,0.0,490487,491075,562.49,21,2024
ZL100537,"Boston, MA",Allston/Brighton,Condo,1,1.5,1125,2007.0,1,1,0.0,427614,414131,380.1,18,2022
ZL100538,"Boston, MA",East Boston,Condo,1,3.0,1329,2016.0,1,0,0.0,567403,568607,426.94,7,2023
ZL100539,"Boston, MA",East Boston,Condo,2,2.5,1616,2001.0,0,0,0.0,619682,584804,383.47,2,2023
ZL100540,"Boston, MA",East Boston,Condo,4,2.5,1863,1994.0,3,0,,634951,644307,340.82,3,2023
ZL100541,"Boston, MA",Jamaica Plain,Condo,3,2.5,1219,2023.0,2,0,518.0,445700,415086,365.63,12,2021
ZL100542,"Boston, MA",Roslindale,Condo,1,2.0,1338,2018.0,1,1,102.0,517827,535929,387.02,6,2022
ZL100543,"Boston, MA",Fenway,Multi-Family,2,3.0,1622,1986.0,2,0,304.0,1166637,1131658,719.26,40,2023
ZL100544,"Boston, MA",Roslindale,Townhouse,3,3.0,1862,2016.0,0,0,443.0,801420,836208,430.41,11,2021
ZL100545,"Boston, MA",South Boston,Condo,3,3.0,1619,1990.0,2,0,296.0,864826,839770,534.17,4,2023
ZL100546,"Boston, MA",Back Bay,Condo,3,2.0,1790,1985.0,3,1,215.0,1227630,1314815,685.83,13,2022
ZL100547,"Boston, MA",Fenway,Townhouse,3,2.0,1240,2015.0,2,0,0.0,657274,687632,530.06,15,2023
ZL100548,"Boston, MA",Dorchester,Single Family,4,3.0,1940,2016.0,2,0,266.0,926582,956553,477.62,9,2023
ZL100549,"Boston, MA",Charlestown,Multi-Family,4,3.0,1771,1978.0,0,0,278.0,1189077,1144707,671.42,43,2022
ZL100550,"Boston, MA",South Boston,Single Family,1,2.0,1091,2010.0,1,0,138.0,829096,912825,759.94,106,2023
ZL100551,"Boston, MA",Beacon Hill,Townhouse,3,1.5,1260,2002.0,1,0,135.0,954159,995001,757.27,12,2023
ZL100552,"Boston, MA",South Boston,Single Family,3,1.0,1718,2020.0,0,0,0.0,1250855,1241124,728.09,4,2024
ZL100553,"Boston, MA",Jamaica Plain,Condo,2,1.5,1722,2014.0,0,0,62.0,791530,758544,459.66,10,2022
ZL100554,"Boston, MA",Fenway,Condo,2,2.0,1715,1996.0,1,1,0.0,820358,836617,478.34,47,2023
ZL100555,"Boston, MA",Dorchester,Townhouse,3,3.0,1460,1961.0,1,0,0.0,493642,484747,338.11,8,2022
ZL100556,"Boston, MA",Mattapan,Condo,2,4.0,1408,2017.0,2,0,53.0,563601,532588,400.28,61,2024
ZL100557,"Boston, MA",Dorchester,Condo,5,3.5,1911,2019.0,2,1,145.0,810527,754185,424.14,42,2024
ZL100558,"Boston, MA",Jamaica Plain,Condo,2,3.0,1623,2007.0,3,0,140.0,765486,728991,471.65,34,2023
ZL100559,"Boston, MA",Hyde Park,Condo,2,3.0,1885,2011.0,1,0,166.0,868734,852424,460.87,11,2024
ZL100560,"Boston, MA",Allston/Brighton,Multi-Family,3,2.0,1761,2019.0,2,0,0.0,951844,956451,540.51,12,2022
ZL100561,"Boston, MA",Allston/Brighton,Single Family,2,2.5,1870,2012.0,2,0,0.0,865726,890907,462.96,22,2021
ZL100562,"Boston, MA",Fenway,Townhouse,3,3.5,1777,,3,0,,846039,819954,476.11,47,2023
ZL100563,"Boston, MA",Dorchester,Condo,1,3.0,1548,1988.0,1,0,358.0,518742,508007,335.1,12,2023
ZL100564,"Boston, MA",Back Bay,Single Family,2,3.5,1711,1974.0,1,0,0.0,1558105,1606482,910.64,1,2024
ZL100565,"Boston, MA",Roslindale,Single Family,3,2.0,1489,1988.0,2,0,,642043,661548,431.19,1,2022
ZL100566,"Boston, MA",Roxbury,Single Family,2,3.0,1315,1998.0,2,1,0.0,584515,582285,444.5,2,2022
ZL100567,"Boston, MA",South Boston,Multi-Family,3,2.0,2042,2000.0,2,1,0.0,1755456,1776206,859.67,56,2023
ZL100568,"Boston, MA",Fenway,Condo,4,3.5,1825,1961.0,2,0,0.0,584627,637931,320.34,5,2022
ZL100569,"Boston, MA",Mattapan,Condo,5,1.5,1856,1957.0,0,0,0.0,434917,437196,234.33,71,2021
ZL100570,"Boston, MA",Fenway,Condo,2,2.5,1180,2000.0,1,1,107.0,538425,560305,456.29,5,2024
ZL100571,"Boston, MA",East Boston,Townhouse,1,2.5,1089,1979.0,0,0,0.0,441788,404322,405.68,9,2022
ZL100572,"Boston, MA",Allston/Brighton,Condo,2,3.5,1582,1987.0,3,1,,546404,574051,345.39,34,2023
ZL100573,"Boston, MA",West Roxbury,Condo,2,3.5,1642,1976.0,1,0,235.0,561917,592301,342.21,28,2022
ZL100574,"Boston, MA",Back Bay,Single Family,3,1.0,859,2014.0,1,1,0.0,838350,839807,975.96,13,2023
ZL100575,"Boston, MA",Dorchester,Condo,4,1.0,2042,1984.0,2,1,406.0,672241,702854,329.21,12,2022
ZL100576,"Boston, MA",Beacon Hill,Condo,1,2.0,1021,1991.0,0,0,113.0,706618,715257,692.08,46,2023
ZL100577,"Boston, MA",South Boston,Single Family,3,1.0,1427,2001.0,2,1,418.0,1019436,1003468,714.39,11,2023
ZL100578,"Boston, MA",Dorchester,Multi-Family,3,3.0,1558,2020.0,1,0,0.0,1074962,1105575,689.96,59,2024
ZL100579,"Boston, MA",Allston/Brighton,Condo,2,2.0,1157,2006.0,2,0,,507802,492187,438.9,9,2024
ZL100580,"Boston, MA",Dorchester,Condo,2,1.0,1260,2010.0,1,1,501.0,443612,467962,352.07,33,2022
ZL100581,"Boston, MA",Allston/Brighton,Townhouse,2,1.5,1435,1951.0,3,0,0.0,603740,555080,420.72,5,2023
ZL100582,"Boston, MA",South End,Townhouse,4,2.0,2068,1974.0,1,0,0.0,1514022,1557829,732.12,38,2024
ZL100583,"Boston, MA",Jamaica Plain,Townhouse,3,2.5,1487,1995.0,2,0,231.0,750931,681658,505.0,17,2024
ZL100584,"Boston, MA",West Roxbury,Condo,2,3.0,1466,1984.0,2,1,0.0,528622,523392,360.59,2,2021
ZL100585,"Boston, MA",Mattapan,Single Family,4,2.0,1903,1978.0,3,0,258.0,764441,808416,401.7,17,2023
ZL100586,"Boston, MA",Back Bay,Single Family,3,2.5,1632,2006.0,2,1,0.0,1268716,1251127,777.4,15,2021
ZL100587,"Boston, MA",Hyde Park,Townhouse,3,4.0,1539,2003.0,3,0,0.0,557147,572839,362.02,34,2021
ZL100588,"Boston, MA",Hyde Park,Townhouse,2,2.5,1369,2003.0,2,1,566.0,708138,699911,517.27,24,2024
ZL100589,"Boston, MA",West Roxbury,Multi-Family,2,3.0,1511,1971.0,2,0,120.0,882957,918812,584.35,20,2023
ZL100590,"Boston, MA",Dorchester,Condo,2,2.0,1625,2010.0,2,0,0.0,563369,547511,346.69,29,2024
ZL100591,"Boston, MA",Beacon Hill,Condo,3,2.0,1770,2015.0,3,0,190.0,1305654,1320789,737.66,19,2023
ZL100592,"Boston, MA",Fenway,Townhouse,1,3.0,1434,1969.0,2,0,0.0,780164,702486,544.05,26,2023
ZL100593,"Boston, MA",South Boston,Multi-Family,3,2.5,1424,1994.0,0,0,,1098741,1075398,771.59,15,2021
ZL100594,"Boston, MA",Fenway,Multi-Family,3,2.5,1387,1998.0,3,1,210.0,1090380,1146685,786.14,40,2024
ZL100595,"Boston, MA",Roslindale,Townhouse,2,1.0,1271,2017.0,3,0,0.0,527072,509156,414.69,4,2021
ZL100596,"Boston, MA",Fenway,Single Family,2,3.0,1590,1983.0,2,0,0.0,1051143,1077638,661.1,19,2023
ZL100597,"Boston, MA",Charlestown,Condo,4,3.5,2195,2014.0,2,0,0.0,1093114,1065290,498.0,11,2024
ZL100598,"Boston, MA",Roxbury,Condo,2,1.0,1348,1991.0,0,1,0.0,495748,517740,367.77,38,2023
ZL100599,"Boston, MA",Hyde Park,Multi-Family,2,3.5,1613,1994.0,2,0,0.0,822482,855716,509.91,21,2021
ZL100600,"Boston, MA",South Boston,Condo,3,3.5,1568,1959.0,2,0,0.0,778532,811497,496.51,8,2023
ZL100601,"Boston, MA",Mattapan,Single Family,2,2.5,1214,2000.0,3,1,228.0,456225,455031,375.8,23,2021
ZL100602,"Boston, MA",Dorchester,Condo,4,2.5,1538,1960.0,0,0,517.0,467311,485551,303.84,6,2023
ZL100603,"Boston, MA",East Boston,Condo,5,2.0,2032,1980.0,2,0,0.0,865835,938544,426.1,24,2023
ZL100604,"Boston, MA",Beacon Hill,Single Family,2,3.0,1298,2006.0,1,1,0.0,1230420,1164049,947.94,7,2023
ZL100605,"Boston, MA",Roxbury,Townhouse,3,2.0,1502,2004.0,2,1,0.0,574502,568825,382.49,7,2022
ZL100606,"Boston, MA",Fenway,Multi-Family,3,1.0,1602,2018.0,3,0,0.0,1379313,1377204,860.99,26,2023
ZL100607,"Boston, MA",Allston/Brighton,Single Family,2,2.0,1134,2020.0,3,1,0.0,657234,652188,579.57,50,2024
ZL100608,"Boston, MA",Fenway,Single Family,4,2.0,1636,2020.0,2,0,0.0,1121209,1079878,685.34,18,2024
ZL100609,"Boston, MA",Dorchester,Single Family,2,2.0,1821,1997.0,2,0,0.0,1109967,1128695,609.54,14,2024
ZL100610,"Boston, MA",Charlestown,Single Family,1,1.0,867,1956.0,0,0,230.0,529656,504742,610.91,26,2023
ZL100611,"Boston, MA",Beacon Hill,Multi-Family,3,4.0,1802,2012.0,3,0,312.0,1810698,1937976,1004.83,16,2023
ZL100612,"Boston, MA",East Boston,Condo,3,1.5,1901,2022.0,2,0,300.0,840232,779294,441.99,1,2022
ZL100613,"Boston, MA",East Boston,Condo,5,1.5,1712,1992.0,2,0,0.0,688187,639195,401.98,10,2023
ZL100614,"Boston, MA",Back Bay,Townhouse,2,1.0,1565,1954.0,3,0,0.0,1023119,1098357,653.75,16,2023
ZL100615,"Boston, MA",South Boston,Multi-Family,1,2.0,1221,2016.0,0,0,354.0,1189286,1233127,974.03,16,2023
ZL100616,"Boston, MA",Jamaica Plain,Condo,4,3.0,1597,2008.0,0,0,499.0,645259,651221,404.04,17,2021
ZL100617,"Boston, MA",Allston/Brighton,Townhouse,2,2.0,1769,1966.0,1,0,0.0,642556,624893,363.23,54,2023
ZL100618,"Boston, MA",Roslindale,Condo,3,3.0,1462,2004.0,1,0,0.0,577013,560488,394.67,21,2022
ZL100619,"Boston, MA",South Boston,Condo,4,4.0,2055,2019.0,1,0,0.0,1163532,1151735,566.2,17,2022
ZL100620,"Boston, MA",East Boston,Townhouse,2,3.0,1247,2015.0,2,0,343.0,595856,564676,477.83,9,2022
ZL100621,"Boston, MA",East Boston,Single Family,2,3.0,1456,1962.0,0,1,262.0,701508,755174,481.8,10,2024
ZL100622,"Boston, MA",Roxbury,Condo,3,1.0,1619,2009.0,1,0,0.0,647753,617011,400.09,15,2023
ZL100623,"Boston, MA",Back Bay,Single Family,4,2.5,2231,2022.0,1,0,0.0,1707763,1665847,765.47,18,2021
ZL100624,"Boston, MA",Hyde Park,Condo,2,2.0,1563,1994.0,3,0,211.0,542888,527709,347.34,49,2022
ZL100625,"Boston, MA",Roslindale,Multi-Family,3,2.0,1976,1976.0,0,0,573.0,1067773,1006887,540.37,64,2022
ZL100626,"Boston, MA",Roslindale,Condo,2,2.0,1404,2002.0,3,0,488.0,531080,529181,378.26,81,2023
ZL100627,"Boston, MA",Allston/Brighton,Condo,3,3.5,1453,1991.0,0,0,235.0,528785,546630,363.93,12,2023
ZL100628,"Boston, MA",South End,Single Family,4,2.5,1567,2002.0,2,1,0.0,1357287,1340093,866.17,14,2023
ZL100629,"Boston, MA",Allston/Brighton,Condo,2,2.5,1743,1991.0,2,1,0.0,675412,735137,387.5,22,2023
ZL100630,"Boston, MA",Jamaica Plain,Condo,4,2.5,1852,1997.0,2,0,215.0,745886,712706,402.75,3,2022
ZL100631,"Boston, MA",Dorchester,Condo,2,2.5,1107,2000.0,2,0,272.0,344846,347730,311.51,11,2021
ZL100632,"Boston, MA",South End,Condo,1,3.0,1136,2021.0,2,0,0.0,786237,774354,692.11,22,2023
ZL100633,"Boston, MA",Fenway,Single Family,2,3.5,974,1953.0,1,1,527.0,475789,474198,488.49,9,2023
ZL100634,"Boston, MA",Fenway,Multi-Family,3,2.5,1412,2000.0,2,1,0.0,986836,1021475,698.89,6,2022
ZL100635,"Boston, MA",Dorchester,Townhouse,2,2.0,1487,1995.0,1,0,0.0,633449,628233,425.99,10,2023
ZL100636,"Boston, MA",Allston/Brighton,Single Family,3,2.5,1265,1989.0,2,1,336.0,742908,757610,587.28,42,2023
ZL100637,"Boston, MA",South Boston,Condo,1,3.5,786,2018.0,2,0,406.0,526148,529980,669.4,39,2024
ZL100638,"Boston, MA",Fenway,Townhouse,4,3.0,1843,2012.0,1,0,0.0,1228785,1271512,666.73,24,2023
ZL100639,"Boston, MA",Hyde Park,Condo,3,2.5,1377,2022.0,2,0,0.0,528582,510637,383.86,6,2023
ZL100640,"Boston, MA",South Boston,Condo,3,2.0,1550,1977.0,2,0,211.0,784556,793024,506.17,3,2024
ZL100641,"Boston, MA",South End,Multi-Family,2,2.0,1228,2022.0,0,1,59.0,1243883,1236706,1012.93,9,2023
ZL100642,"Boston, MA",Dorchester,Single Family,3,2.0,1719,2007.0,2,0,0.0,859777,876220,500.16,6,2022
ZL100643,"Boston, MA",Dorchester,Condo,4,3.5,1675,1999.0,2,0,0.0,629772,596397,375.98,18,2021
ZL100644,"Boston, MA",Beacon Hill,Multi-Family,5,3.0,1818,,1,1,289.0,1489821,1408035,819.48,66,2021
ZL100645,"Boston, MA",Charlestown,Townhouse,4,2.0,1743,2022.0,0,0,133.0,1223538,1247011,701.97,29,2023
ZL100646,"Boston, MA",Jamaica Plain,Condo,3,3.0,1757,1985.0,2,0,0.0,611219,604944,347.88,27,2021
ZL100647,"Boston, MA",Roxbury,Condo,4,1.5,1693,2017.0,1,0,0.0,657886,662797,388.59,27,2023
ZL100648,"Boston, MA",Allston/Brighton,Condo,1,3.5,1210,1983.0,1,0,0.0,439324,404431,363.08,10,2021
ZL100649,"Boston, MA",Jamaica Plain,Townhouse,3,2.5,1936,1969.0,2,0,575.0,892054,934428,460.77,86,2021
ZL100650,"Boston, MA",Roxbury,Townhouse,2,3.0,1537,1992.0,0,1,0.0,531098,552055,345.54,16,2021
ZL100651,"Boston, MA",Mattapan,Multi-Family,3,3.0,1713,1984.0,2,0,343.0,909667,906128,531.04,2,2024
ZL100652,"Boston, MA",Back Bay,Condo,4,1.0,1710,2007.0,1,0,362.0,1173170,1194651,686.06,2,2022
ZL100653,"Boston, MA",Fenway,Single Family,3,3.5,2113,1976.0,1,0,0.0,1289077,1274204,610.07,8,2022
ZL100654,"Boston, MA",Fenway,Townhouse,3,2.0,1746,1997.0,3,0,569.0,936757,953186,536.52,46,2023
ZL100655,"Boston, MA",West Roxbury,Condo,1,2.0,1171,1990.0,3,0,0.0,505952,527247,432.07,52,2024
ZL100656,"Boston, MA",South Boston,Multi-Family,2,2.0,1521,1995.0,3,0,0.0,1414373,1518472,929.9,51,2023
ZL100657,"Boston, MA",South Boston,Condo,3,3.0,1834,1999.0,2,0,0.0,1090044,1163522,594.35,19,2024
ZL100658,"Boston, MA",Back Bay,Multi-Family,3,3.0,1873,2000.0,3,0,132.0,2091604,2156784,1116.71,10,2024
ZL100659,"Boston, MA",Beacon Hill,Condo,2,3.5,1441,2010.0,1,0,0.0,1001782,989338,695.2,47,2024
ZL100660,"Boston, MA",Back Bay,Multi-Family,1,3.0,1238,1959.0,0,0,0.0,1129140,1092750,912.07,14,2024
ZL100661,"Boston, MA",East Boston,Condo,1,4.0,1150,2019.0,2,0,579.0,397216,390963,345.41,15,2022
ZL100662,"Boston, MA",South End,Condo,3,2.0,1434,1970.0,2,0,0.0,640450,636906,446.62,7,2022
ZL100663,"Boston, MA",Fenway,Multi-Family,2,1.0,1305,1989.0,2,1,0.0,809356,788737,620.2,4,2023
ZL100664,"Boston, MA",Jamaica Plain,Multi-Family,3,2.0,1715,2015.0,2,0,549.0,1112035,1106108,648.42,9,2021
ZL100665,"Boston, MA",Jamaica Plain,Condo,1,3.5,1087,2003.0,2,1,0.0,452148,446964,415.96,38,2023
